game_id,date,month,day_of_week,hour,start_time,end_time,my_color,my_rating,opp_rating,rating_diff,result,win,loss,draw,opening,my_accuracy,opp_accuracy,moves
60,2026-04-05,April,Sunday,21,,2026-04-05 21:57:53,black,552,846,-294,win,1,0,0,Kings Pawn Opening 1...e5,72.75,63.5,1. e4 1... e5 2. Qh5 2... Nf6 3. Qxe5+ 3... Be7 4. Nf3 4... d6 5. Qc3 5... Nxe4 6. Qe3 6... Nc5 7. d4 7... Nca6 8. b3 8... O-O 9. Bc4 9... Qe8 10. O-O 10... Nb4 11. Na3 11... d5 12. Bd3 12... Nxd3 13. Qxd3 13... Nc6 14. c4 14... dxc4 15. bxc4 15... Qd8 16. d5 16... Nb4 17. Qd1 17... Bf5 18. Bb2 18... Re8 19. Nd4 19... Bg6 20. Bc3 20... Bc5 21. Qa4 21... Bd3 22. Rfd1 22... Nc2 23. Naxc2 23... Re2 24. Nf5 24... Re8 25. Nfd4 25... Be2 26. Nxe2 26... Rxe2 27. Nd4 27... Re4 28. Nf5 28... Qe8 29. Nxg7 29... Qxa4 30. Kf1 30... Qxc4+ 31. Kg1 31... Qxc3 32. Nf5 32... Rae8 33. h3 33... Qc2 34. d6 34... Qxf2+ 35. Kh1 35... Re1+ 36. Rxe1 36... Rxe1+ 37. Rxe1 37... Qxe1+ 38. Kh2 38... Qg1+ 39. Kg3 39... cxd6 40. Ne7+ 40... Kf8 41. Nd5 41... Qe1+ 42. Kh2 42... Qe5+ 43. Kh1 43... Qxd5 44. a4 44... Qd1+ 45. Kh2 45... d5 46. a5 46... Bd6+ 47. g3 47... Qd2+ 48. Kg1 48... Bc5+ 49. Kf1 49... Qf2#
55,2026-04-05,April,Sunday,15,,2026-04-05 15:30:23,white,570,478,92,win,1,0,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... f6 3. e3 3... g5 4. Bb5+ 4... c6 5. Bxb8 5... cxb5 6. Bg3 6... h5 7. h4 7... Bg7 8. Nc3 8... a6 9. Qf3 9... g4 10. Qxd5 10... Qxd5 11. Nxd5 11... Kf7 12. Nb6 12... Rb8 13. Bxb8
61,2026-04-05,April,Sunday,22,,2026-04-05 22:25:28,white,552,846,-294,loss,0,1,0,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4,,,1. d4 1... d5 2. Bf4 2... Nc6 3. Nf3 3... g6 4. e3 4... Bf5 5. Bd3 5... e6 6. c3 6... Bg7 7. O-O 7... Nf6 8. Nbd2 8... O-O 9. Re1 9... Ng4 10. Bxf5 10... exf5 11. e4 11... fxe4 12. Ne5 12... Qh4 13. Bg3 13... Qf6 14. f3 14... Ngxe5 15. fxe4 15... dxe4 16. dxe5 16... Nxe5 17. Nxe4 17... Qb6+ 18. Kf1 18... Rfe8 19. Qd4 19... Qxb2 20. Rac1 20... Qb5+ 21. c4 21... Qa5 22. Nc5 22... Nc6 23. Qd5 23... Rad8 24. Qg5 24... Qb6 25. Qd5 25... Qa5 26. Qd1 26... Rxd1 27. Rcxd1 27... Rxe1+ 28. Rxe1 28... Qxc5 29. Re8+ 29... Bf8
62,2026-04-06,April,Monday,22,,2026-04-06 22:57:28,white,544,565,-21,loss,0,1,0,Kings Pawn Opening Kings Knight Variation,65.71,74.4,1. e4 1... e5 2. Nf3 2... Bc5 3. Nxe5 3... Qf6 4. d4 4... Nc6 5. Ng4 5... Qxd4 6. Qxd4 6... Nxd4 7. Bd3 7... h5 8. Ne3 8... h4 9. Nd5 9... Bd6 10. Be3 10... Be5 11. Nxc7+ 11... Bxc7 12. Bxd4 12... Nf6 13. Nc3 13... O-O 14. O-O-O 14... Bb6 15. Bxf6 15... gxf6 16. Nd5 16... Bxf2 17. Ne7+ 17... Kh8 18. Nxc8 18... Raxc8 19. g3 19... Be3+ 20. Kb1 20... a5 21. Rhf1 21... Kg7 22. gxh4 22... Rh8 23. Rf5 23... b6 24. Re1 24... Bc5 25. h5 25... d6 26. Ref1 26... Bd4 27. e5 27... Bxe5 28. Rg1+ 28... Kf8 29. Ba6 29... Ra8 30. Bd3 30... Bxh2 31. Rg4 31... Re8 32. Re4 32... Rxe4 33. Bxe4 33... a4 34. Rxf6 34... Rxh5 35. Bg6 35... Rg5 36. Rxf7+ 36... Ke8 37. Rf2+ 37... Rxg6 38. Rxh2 38... Rg1#
63,2026-04-11,April,Saturday,22,,2026-04-11 22:54:09,white,544,832,-288,draw,0,0,1,Philidor Defense 3.d4,47.05,52.79,1. e4 1... e5 2. Nf3 2... d6 3. d4 3... g6 4. dxe5 4... dxe5 5. Nxe5 5... Nh6 6. Bc4 6... Be6 7. Qxd8+ 7... Kxd8 8. Nxf7+ 8... Nxf7 9. Bxe6 9... Ng5 10. Bf4 10... Nf7 11. Bc1 11... Ke7 12. Bb3 12... Bg7 13. Nc3 13... Nc6 14. Nd5+ 14... Kd7 15. Bf4 15... Bxb2 16. Rd1 16... Rae8 17. Nxc7+ 17... Bd4 18. Bxf7 18... Rxe4+ 19. Kf1 19... Rxf4 20. Ne6 20... Rxf2+ 21. Ke1 21... Rxf7 22. Nxd4 22... Nxd4 23. Rxd4+ 23... Kc6 24. Rf1 24... Re8+ 25. Kd2
64,2026-04-11,April,Saturday,23,,2026-04-11 23:32:18,black,544,832,-288,loss,0,1,0,Petrovs Defense Three Knights Game,65.5,75.09,1. e4 1... e5 2. Nf3 2... Nf6 3. Nc3 3... d5 4. exd5 4... Bc5 5. Bc4 5... Ng4 6. O-O 6... Bxf2+ 7. Rxf2 7... Nxf2 8. Kxf2 8... c6 9. dxc6 9... Nxc6 10. Bb5 10... Qd6 11. b3 11... O-O 12. Bb2 12... Be6 13. Ne4 13... Qd5 14. Bxc6 14... Qxc6 15. Qe2 15... Bd5 16. Neg5 16... Qb6+ 17. Kf1 17... Qc6 18. Kf2 18... Qc5+ 19. d4 19... Qc6 20. dxe5 20... Qc5+ 21. Bd4 21... Qc6 22. c4 22... Bxf3 23. Nxf3 23... Rfd8 24. Be3 24... g6 25. b4 25... Qa4 26. b5 26... Rac8 27. c5 27... Qb4 28. Rc1 28... Rd5 29. c6 29... Rd2 30. Bxd2
65,2026-04-14,April,Tuesday,0,,2026-04-14 00:41:49,white,544,832,-288,loss,0,1,0,Caro Kann Defense Classical Variation,,,1. e4 1... c6 2. d4 2... d5 3. Nc3 3... dxe4 4. Nxe4 4... Bf5 5. Ng5 5... e6 6. N1f3 6... f6 7. Nxe6 7... Bxe6 8. b3 8... Bb4+ 9. Ke2 9... Bg4 10. c3 10... Bxc3 11. Bf4 11... Bxa1 12. Qxa1 12... Qe7+ 13. Kd1 13... Qe4 14. g3 14... Bxf3+ 15. Kc1 15... Qe1+ 16. Kc2 16... Be4+ 17. Kb2 17... Qxa1+ 18. Kxa1 18... Nd7 19. Bc4 19... Ne7 20. f3 20... Bxf3 21. Re1 21... b5 22. Bd3 22... O-O 23. Rxe7 23... Bg4 24. h3 24... Bxh3 25. Re4 25... Bf5 26. Re3 26... Bxd3 27. Rxd3 27... g5 28. Be3 28... Rae8 29. Bd2 29... h5 30. g4 30... h4 31. a4 31... bxa4 32. bxa4 32... Nb6 33. a5 33... Nc4 34. Bb4 34... Rf7 35. d5 35... cxd5
66,2026-04-14,April,Tuesday,0,,2026-04-14 00:55:57,white,544,832,-288,loss,0,1,0,Caro Kann Defense Classical Variation,49.14,70.5,1. e4 1... c6 2. d4 2... d5 3. Nc3 3... dxe4 4. Nxe4 4... Bf5 5. Ng5 5... h6 6. Nxf7 6... Kxf7 7. Nf3 7... c5 8. Bc4+ 8... Be6 9. Ne5+ 9... Kf6 10. Qf3+ 10... Bf5 11. Ng4+ 11... Kg6 12. Ne5+ 12... Kf6 13. Nf7 13... Qa5+ 14. Bd2 14... Qb6 15. Nxh8 15... e6 16. Qe3 16... g5 17. Nf7 17... Kxf7 18. Bxe6+ 18... Qxe6 19. Qxe6+ 19... Bxe6 20. O-O-O 20... cxd4 21. Rde1 21... Bxa2 22. Re4 22... Nc6 23. Rhe1 23... Nf6 24. b3 24... Nxe4 25. Rxe4 25... Ba3+ 26. Kd1 26... Re8 27. Re1 27... d3 28. c4 28... Bxb3#
67,2026-04-14,April,Tuesday,18,,2026-04-14 18:13:36,white,538,648,-110,loss,0,1,0,Philidor Defense 3.d4,,,1. e4 1... e5 2. Nf3 2... d6 3. d4 3... Bg4 4. h3 4... Bxf3 5. Qxf3 5... exd4 6. Bc4 6... f6 7. Qd3 7... c5 8. c3 8... dxc3 9. Nxc3 9... Nc6 10. Bd5 10... Qd7 11. Bf4 11... Nb4 12. Qc4 12... Nc2+ 13. Kd1 13... Nxa1 14. Bf7+ 14... Qxf7 15. Qxf7+ 15... Kxf7 16. Ke2 16... Nc2 17. Re1 17... Nxe1 18. Kxe1 18... g5 19. Be3 19... Nh6 20. e5 20... dxe5 21. Ne4 21... c4 22. Kd2 22... Bb4+ 23. Kc2 23... b5 24. Bd2 24... Bxd2 25. Kxd2 25... Rad8+ 26. Kc2 26... Rhg8 27. Kc3 27... f5 28. Ng3 28... f4 29. Ne2 29... e4 30. g3 30... fxg3 31. Nxg3 31... Rd3+ 32. Kc2 32... Rgd8 33. b3 33... cxb3+ 34. Kb2 34... bxa2 35. Kxa2 35... e3 36. fxe3 36... Rxe3
68,2026-04-14,April,Tuesday,18,,2026-04-14 18:28:42,black,530,549,-19,loss,0,1,0,Indian Game 2.c3 d5 3.Bf4,66.11,84.85,1. d4 1... d5 2. Bf4 2... Nf6 3. c3 3... c5 4. dxc5 4... Nc6 5. Nf3 5... d4 6. cxd4 6... Ne4 7. Qd3 7... Qa5+ 8. Nfd2 8... Bf5 9. f3 9... e6 10. fxe4 10... Bg6 11. a3 11... O-O-O 12. b4 12... Qa6 13. b5 13... Nb4 14. Qc3 14... Qa4 15. axb4 15... Qxb5 16. Rxa7 16... Be7 17. Na3 17... Qd7 18. e3
69,2026-04-19,April,Sunday,15,,2026-04-19 15:18:57,black,522,548,-26,loss,0,1,0,Italian Game Two Knights Modern Bishops Opening,81.66,84.31,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. d3 4... d6 5. Nc3 5... Be6 6. Bxe6 6... fxe6 7. O-O 7... Nxe4 8. dxe4 8... Qf6 9. Bg5 9... Qf7 10. Nb5 10... Rc8 11. Nxa7 11... Nxa7 12. Qd2 12... h6 13. Be3 13... Be7 14. Bxa7 14... b6 15. Qc3 15... O-O 16. a4 16... Bf6 17. a5 17... d5 18. axb6 18... cxb6 19. Qd3 19... dxe4 20. Qxe4 20... Rc7 21. Bxb6 21... Rcc8 22. Ba5 22... Qd7 23. Nxe5 23... Qd5 24. Qxd5 24... exd5 25. Ng6 25... Rfe8 26. Nf4 26... Bxb2 27. Rad1 27... Rxc2 28. Nxd5 28... Rc5 29. Nc7 29... Rf8 30. Rb1 30... Bf6 31. Ne6 31... Rxa5 32. Nxf8 32... Kxf8 33. Rb8+ 33... Ke7 34. Re1+ 34... Kf7 35. Rb7+ 35... Kg6 36. h3 36... h5 37. h4 37... Bxh4 38. g3 38... Rg5 39. Rb6+ 39... Kf5 40. Rb5+ 40... Kg6 41. Rxg5+ 41... Kxg5 42. Re5+ 42... Kg4 43. gxh4 43... Kxh4 44. f3 44... Kg3 45. Rf5 45... g6 46. Rf8 46... Kh4 47. Kg2 47... Kg5 48. Kg3 48... Kh6 49. f4 49... Kg7 50. Ra8 50... g5 51. fxg5 51... Kg6 52. Kf4 52... h4 53. Ra6+ 53... Kh7 54. Kf5 54... h3 55. g6+ 55... Kh6 56. Kf6 56... h2 57. Ra1 57... Kh5 58. Rh1 58... Kg4 59. g7 59... Kg3 60. g8=Q+ 60... Kf2 61. Rxh2+ 61... Kf1 62. Rh1+ 62... Kf2 63. Ke7 63... Ke2 64. Kf7 64... Kf2 65. Qg1+ 65... Ke2 66. Rh2+ 66... Kf3 67. Kg7 67... Ke4 68. Kh8 68... Kf4 69. Rf2+ 69... Ke4 70. Qe1+ 70... Kd4 71. Rd2+ 71... Kc5 72. Qc1+ 72... Kb4 73. Rb2+ 73... Ka5 74. Qa1#
75,2026-04-22,April,Wednesday,23,,2026-04-22 23:43:54,black,538,513,25,win,1,0,0,Queens Pawn Opening Pseudo Catalan Variation...4.Bg2 Bg7 5.O O O O,72.02,70.73,1. g3 1... g6 2. Bg2 2... Nf6 3. Nf3 3... Bg7 4. O-O 4... O-O 5. d4 5... d5 6. Bg5 6... Nbd7 7. Nc3 7... h6 8. Bxf6 8... Bxf6 9. Re1 9... Nb6 10. b3 10... Bf5 11. e4 11... Bg4 12. e5 12... Bg7 13. h3 13... Bf5 14. g4 14... Be6 15. a4 15... a5 16. Nb5 16... c6 17. Nc3 17... f5 18. exf6 18... Rxf6 19. g5 19... Rf5 20. Rxe6 20... Kf7 21. Qe1 21... hxg5 22. Qe2 22... Nd7 23. h4 23... g4 24. Ng5+ 24... Ke8 25. Qxg4 25... Nf6 26. Qe2 26... Kd7 27. Bh3 27... Rf4 28. Re1 28... Kc7 29. Rxe7+ 29... Kb6 30. Rxg7 30... Qh8 31. Rxg6 31... Qxh4 32. Qe3 32... Re8 33. Ne6 33... Ng4 34. Bxg4 34... Rxg4+ 35. Rxg4 35... Qxg4+ 36. Kf1 36... Rh8 37. f3 37... Rh1+ 38. Ke2 38... Qg2+ 39. Kd1 39... Rh2 40. f4 40... Qxc2#
74,2026-04-22,April,Wednesday,23,,2026-04-22 23:02:56,white,530,503,27,win,1,0,0,Englund Gambit 2.dxe5,,,1. d4 1... e5 2. dxe5 2... Qe7 3. Nf3 3... Qb4+ 4. c3 4... Qe7 5. e3 5... Nc6 6. Bd2 6... Nxe5 7. Be2 7... Nxf3+ 8. Bxf3 8... Qe6 9. O-O 9... Bd6 10. b3 10... Qh6 11. g3 11... Bf8 12. Re1 12... Qa6 13. c4 13... d6 14. Nc3 14... Be6 15. Nb5 15... Kd8 16. Bc3 16... d5 17. Bxd5 17... c6 18. Bxe6+ 18... Ke8 19. Qd7#
73,2026-04-22,April,Wednesday,22,,2026-04-22 22:41:25,black,522,483,39,loss,0,1,0,Giuoco Piano Game Four Knights Game,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Nc3 3... Nf6 4. Bc4 4... Bc5 5. Ng5 5... Qe7 6. Nxf7 6... Rf8 7. Nh6 7... gxh6 8. d3 8... d5 9. Bxh6 9... Rh8 10. Bxd5 10... Nxd5 11. Nxd5 11... Qd6 12. Qh5+ 12... Kd7 13. Qf7+ 13... Qe7 14. Nxe7 14... Re8 15. Nxc6+ 15... Kxc6 16. Qxe8+ 16... Bd7 17. Qg6+
72,2026-04-22,April,Wednesday,22,,2026-04-22 22:29:51,white,531,546,-15,win,1,0,0,Queens Pawn Opening Accelerated London System 2...Nf6 3.e3 c6,80.82,43.54,1. d4 1... d5 2. Bf4 2... c6 3. e3 3... Nf6 4. c3 4... e6 5. Bd3 5... Bd6 6. Bg3 6... Bxg3 7. hxg3 7... O-O 8. Nf3 8... Na6 9. Qc2 9... c5 10. Bxh7+ 10... Nxh7 11. Qxh7#
71,2026-04-22,April,Wednesday,10,,2026-04-22 10:36:40,white,522,530,-8,win,1,0,0,London System 3...Bf5 4.e3 e6 5.Nbd2,,,1. d4 1... d5 2. Bf4 2... Nf6 3. e3 3... Bf5 4. Nf3 4... e6 5. Nbd2 5... c5 6. dxc5 6... Bxc5 7. Bd3 7... O-O 8. e4 8... dxe4 9. Nxe4 9... Bxe4 10. Bxe4 10... Nxe4 11. Qxd8 11... Rxd8 12. O-O 12... Nc6 13. a3 13... Nd4 14. Nxd4 14... Bxd4 15. c3 15... Bb6 16. Kh1 16... Nd2 17. Bxd2 17... Rxd2 18. f4 18... Rxb2 19. a4 19... Rd8 20. a5 20... Be3 21. g3 21... f5 22. h3 22... h6 23. Rad1 23... Rxd1 24. Rxd1 24... Rd2 25. Re1 25... Bf2 26. Rxe6 26... Rd1+ 27. Kg2 27... Bc5 28. Re5 28... Rd5 29. Rxd5 29... Bb6 30. Rxf5 30... Bxa5 31. Rxa5 31... a6 32. Kf3
70,2026-04-22,April,Wednesday,10,,2026-04-22 10:06:01,white,513,476,37,loss,0,1,0,Indian Game 2.Bf4 e6 3.e3 d5 4.c3,77.63,68.2,1. d4 1... e6 2. Bf4 2... d5 3. e3 3... Nf6 4. c3 4... Be7 5. Bd3 5... O-O 6. Nf3 6... Nc6 7. Nbd2 7... a6 8. Ne5 8... Ne4 9. Nxe4 9... dxe4 10. Bxe4 10... Qe8 11. Nxc6 11... bxc6 12. Qf3 12... a5 13. Bxc6 13... Bd7 14. Bxa8 14... Qb8 15. Rb1 15... Qb5 16. Bxc7 16... Qd3 17. Rd1 17... Qc2 18. O-O 18... Qxb2 19. Rb1 19... Qxa2 20. Rb8 20... Qc4 21. Qb7 21... a4 22. Rb1 22... Qd3 23. Rxf8+ 23... Bxf8 24. Qb8 24... h6 25. Bd6 25... a3 26. Qxf8+ 26... Kh7 27. Ra1 27... Qxc3 28. Be4+ 28... g6 29. Bxa3 29... Qxa1+
76,2026-04-25,April,Saturday,18,,2026-04-25 18:39:38,black,546,534,12,win,1,0,0,Kings Pawn Opening 1...e5,77.45,71.66,1. e4 1... e5 2. g3 2... Nf6 3. Bg2 3... Nc6 4. Nf3 4... Nxe4 5. Nxe5 5... Nxf2 6. Nxc6 6... Nxd1 7. Nxd8 7... Nf2 8. O-O 8... Bc5 9. Nxb7 9... Bxb7 10. Bxb7 10... Ng4+ 11. Kh1 11... Rb8 12. Bd5 12... Ne5 13. Nc3 13... f6 14. Ne4 14... Bb6 15. Re1 15... Kd8 16. d3 16... Re8 17. Bf4 17... c6 18. Bxe5 18... fxe5 19. Nd6 19... Rf8 20. Nf7+ 20... Kc7 21. Bc4 21... d5 22. Nxe5 22... dxc4 23. Nxc4 23... Bc5 24. b3 24... g6 25. Re7+ 25... Bxe7 26. Na3 26... Bxa3
77,2026-04-25,April,Saturday,18,,2026-04-25 18:58:28,white,538,557,-19,loss,0,1,0,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Bf5 4.e3,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Bf5 4. Nf3 4... Nb4 5. Bd3 5... Nf6 6. c3 6... Nxd3+ 7. Qxd3 7... Bxd3 8. Kd2 8... Ba6 9. Re1 9... Ne4+ 10. Kd1 10... Nxf2+ 11. Kc1 11... Nd3+ 12. Kd2 12... Nxe1 13. Kxe1 13... e6 14. Nbd2 14... Qf6 15. Bxc7 15... Qg6 16. Ne5 16... Qxg2 17. Kd1 17... Qg1+ 18. Kc2 18... Qxa1 19. Nb3 19... Qh1 20. Nc5 20... Qxh2+ 21. Kb3 21... Bxc5 22. dxc5 22... Bc4+ 23. Nxc4 23... dxc4+ 24. Kxc4 24... Qxc7 25. b3 25... Rc8 26. Kd3 26... O-O 27. c4 27... Rfd8+ 28. Kc3 28... Qxc5 29. b4 29... Qxc4+ 30. Kb2 30... Qc3+ 31. Kb1 31... Rd1#
78,2026-04-25,April,Saturday,21,,2026-04-25 21:11:03,white,544,446,98,win,1,0,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Bf5 4. Bd3 4... Bxd3 5. Qxd3 5... e6 6. Nc3 6... Nf6 7. Nf3 7... Bd6 8. Ne5 8... Nxe5 9. dxe5 9... Bxe5 10. Bxe5 10... O-O 11. O-O 11... b6 12. Rad1 12... c5 13. b3 13... c4 14. bxc4 14... dxc4 15. Qxc4 15... Qc8 16. Qxc8 16... Raxc8 17. h3 17... Ne8 18. g4 18... Nc7 19. Rd7 19... Ne8 20. Rxa7 20... f6 21. Bd4 21... e5 22. Nd5 22... exd4 23. Ne7+ 23... Kf7 24. Nxc8+ 24... Kg6 25. exd4 25... Kh6 26. Rd1 26... g5 27. d5 27... Ng7 28. Nxb6 28... Rd8 29. d6 29... Ne6 30. Nd7 30... Nf8 31. Nb6 31... Rb8 32. d7 32... Ne6 33. Nd5 33... Kg6 34. Ne7+ 34... Kf7 35. d8=N+ 35... Nxd8 36. Nc6+ 36... Kg6 37. Nxb8 37... Ne6 38. Rdd7 38... h5 39. gxh5+ 39... Kxh5 40. Rh7+ 40... Kg6 41. Nc6 41... Nf4 42. Rag7+ 42... Kf5 43. Ne7+ 43... Ke6 44. h4 44... gxh4 45. Rxh4 45... Nd5 46. Nxd5 46... Kxd5 47. Rf4 47... Ke5 48. Rxf6 48... Kxf6 49. Ra7 49... Ke6 50. Ra5 50... Kd6 51. Kg2 51... Ke6 52. Kg3 52... Kd6 53. Kg4 53... Ke6 54. Kf4 54... Kf6 55. Ra6+ 55... Ke7 56. Ke5 56... Kd7 57. Rh6 57... Kc7 58. Kd5 58... Kd7 59. Rh7+ 59... Ke8 60. Ke6 60... Kf8 61. Ra7 61... Kg8 62. Kf6 62... Kh8 63. Kg6 63... Kg8 64. Ra8#
79,2026-04-25,April,Saturday,23,,2026-04-25 23:08:35,black,538,653,-115,loss,0,1,0,Clemenz Opening 1...e5,,,1. h3 1... e5 2. c4 2... Nf6 3. d4 3... Bb4+ 4. Nc3 4... Ba5 5. a3 5... Bb6 6. c5 6... Nc6 7. Be3 7... exd4 8. Bxd4 8... Nxd4 9. Qxd4 9... Bxc5 10. Qxc5 10... d6 11. Qe3+ 11... Be6 12. O-O-O 12... O-O 13. Nf3 13... Qd7 14. g4 14... Rae8 15. Ne5 15... Qe7 16. g5 16... Nd5 17. Nxd5 17... Bxd5 18. Rxd5 18... dxe5 19. h4 19... c6 20. Rxe5 20... f6 21. Rxe7 21... Rxe7 22. Qxe7 22... Rf7 23. Qd6 23... fxg5 24. e3 24... gxh4 25. Bc4 25... g6 26. Qe7 26... b5 27. Qxf7+ 27... Kh8 28. Qg8#
80,2026-04-25,April,Saturday,23,,2026-04-25 23:22:58,black,546,535,11,win,1,0,0,Queens Gambit Declined Chigorin Janowski Variation 4...Nf6 5.e4,,,1. d4 1... d5 2. c4 2... Nf6 3. Nc3 3... dxc4 4. e4 4... Nc6 5. Nf3 5... e6 6. Bxc4 6... Be7 7. O-O 7... O-O 8. Bg5 8... h6 9. Bh4 9... g5 10. Nxg5 10... hxg5 11. Bxg5 11... Nxd4 12. e5 12... Nd7 13. Bxe7 13... Qxe7 14. Qg4+ 14... Kh8 15. Qh3+ 15... Kg8 16. Bd3 16... Nf5 17. Qh7+ 17... Kxh7 18. g4 18... Rg8 19. h3 19... Nxe5 20. Rae1 20... Nxd3 21. Kh2
81,2026-04-25,April,Saturday,23,,2026-04-25 23:56:23,white,554,541,13,win,1,0,0,Queens Pawn Opening Accelerated London System 2...e6 3.e3,77.34,69.85,1. d4 1... d5 2. Bf4 2... e6 3. e3 3... Be7 4. Bd3 4... h6 5. Nf3 5... Nf6 6. c3 6... c5 7. dxc5 7... Bxc5 8. Ne5 8... O-O 9. O-O 9... Bd6 10. Qc2 10... Qc7 11. Nd2 11... Nc6 12. Nxc6 12... bxc6 13. Bxd6 13... Qxd6 14. e4 14... Bd7 15. Rfe1 15... Rfb8 16. e5 16... Qc7 17. exf6 17... gxf6 18. c4 18... Rb7 19. cxd5 19... exd5 20. Bh7+ 20... Kf8 21. Re2 21... Rab8 22. b3 22... c5 23. Rae1 23... Rb4 24. Nc4 24... dxc4 25. Bf5 25... Bb5 26. bxc4 26... Rxc4 27. Qd2 27... Rd4 28. Qxh6+ 28... Kg8 29. Qh7+ 29... Kf8 30. Qh8#
84,2026-04-26,April,Sunday,22,,2026-04-26 22:37:42,white,578,554,24,win,1,0,0,Queens Pawn Opening Accelerated London System 2...c6 3.e3,,,1. d4 1... d5 2. Bf4 2... c6 3. e3 3... a6 4. Nf3 4... Bg4 5. Bd3 5... e6 6. h3 6... Bd6 7. Bxd6 7... Qxd6 8. Be2 8... Bxf3 9. Bxf3 9... Qb4+ 10. Nc3 10... Qxb2 11. Ne2 11... Nd7 12. Rb1 12... Qxa2 13. Rxb7 13... Qa5+ 14. Kf1 14... Nb6 15. Bh5 15... Ne7 16. Qb1 16... Nec8 17. Rxf7 17... Nd6 18. Rxg7+ 18... Kf8 19. Rg3 19... Ndc4 20. Qc1 20... Qd2 21. Qxd2 21... Nxd2+ 22. Ke1 22... Ne4 23. Rf3+ 23... Kg7 24. Nf4 24... Rhf8 25. Nxe6+
82,2026-04-26,April,Sunday,0,,2026-04-26 00:38:24,black,561,501,60,win,1,0,0,Birds Opening Dutch Variation,,,1. f4 1... d5 2. d4 2... Nc6 3. a3 3... Nxd4 4. Qxd4 4... e6 5. Nc3 5... c5 6. Qf2 6... d4 7. Ne4 7... Nf6 8. Ng5 8... Qe7 9. Qf3 9... h6 10. Qh3 10... e5 11. Bd2 11... Bxh3 12. N5xh3 12... e4 13. O-O-O 13... e3 14. Be1 14... Ne4 15. f5 15... Qf6 16. g4 16... Be7 17. Nf4 17... Bd6 18. Nd5 18... Qe5 19. c4 19... Nf2 20. Bxf2 20... exf2 21. Nf3 21... Qe4 22. h3 22... O-O 23. Bg2 23... Qxe2 24. Rd2 24... f1=Q+ 25. Rxf1 25... Qxc4+ 26. Nc3 26... dxc3 27. bxc3 27... Qxc3+ 28. Rc2 28... Qxa3+ 29. Kb1 29... Rfe8 30. Nd2 30... Re3 31. Nc4 31... Rb3+ 32. Rb2 32... Rxb2+ 33. Nxb2 33... Be5 34. Rf2 34... Re8 35. Rc2 35... Bxb2 36. Rxb2 36... Re1+ 37. Kc2 37... Re2+ 38. Kd1 38... Qxb2 39. Bf3 39... Qd2#
83,2026-04-26,April,Sunday,22,,2026-04-26 22:03:45,white,570,588,-18,win,1,0,0,Queens Pawn Opening Accelerated London System,83.29,63.51,1. d4 1... d5 2. Bf4 2... Na6 3. e3 3... Bg4 4. Qxg4 4... Nf6 5. Qf3 5... Nb4 6. Bd3 6... e6 7. a3 7... Nc6 8. Nc3 8... Bd6 9. Bxd6 9... cxd6 10. O-O-O 10... O-O 11. Qh3 11... Ne7 12. e4 12... dxe4 13. Nxe4 13... Nxe4 14. Bxe4 14... h6 15. Nf3 15... f5 16. Bd3 16... Ng6 17. g3 17... f4 18. Bxg6 18... Qf6 19. Bd3 19... fxg3 20. hxg3 20... Qxf3 21. Qxe6+ 21... Kh8 22. Rxh6+ 22... gxh6 23. Qxh6+ 23... Kg8 24. Qh7#
85,2026-04-27,April,Monday,0,,2026-04-27 00:42:57,black,586,552,34,win,1,0,0,Queens Pawn Opening,,,1. d4 1... g5 2. Bxg5 2... f6 3. Bf4 3... Nc6 4. Nc3 4... e5 5. dxe5 5... fxe5 6. Bg3 6... d6 7. e3 7... Nf6 8. Bb5 8... Bd7 9. Bh4 9... Be7 10. Bxf6 10... Bxf6 11. Qh5+ 11... Ke7 12. Nd5+ 12... Ke6 13. O-O-O 13... a6 14. Nxf6 14... Kxf6 15. Nf3 15... axb5
